Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;26/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Post-demographic dividend;PST;Total fisheries production (metric tons);ER.FSH.PROD.MT;17501244;18646853;19060069;19199946.1;19341053.1;21063063.4;21847448.8;23382503;24696952;23900363;25600365;26574810;27120157;27992433;28428956;27830633;29541508;29422997;29157985.1;28800106.7;29612138.9;30577617.16;30973369.26;32025788.02;33233060.34;32577247.43;33979720.37;34352596.81;34835722.5;33839190.36;32199254.34;30868605.67;31878103.75;31054320.57;30782750.48;30206716.67;29611015.51;30360260.01;29052436.11;28562687.8;27665535.53;27767415.42;26972943.19;26725567.38;26437179.58;26151760.04;26249960.19;26215357.94;25548716.47;25257375.81;25520130.16;25219791.79;24549695.99;24751177.33;25439652.58;25380389.4;24422482.4;25749645.11;25539545.05;24837665.35;24007081.48;23826902.07;
French Polynesia;PYF;Total fisheries production (metric tons);ER.FSH.PROD.MT;2600;2700;3000;2500;2500;1900;2100;2000;2100;2300;2300;2200;2400;2600;2386;2169;2828;2705.5;2994;2486;2747;2691;2671;2295.5;2889;2448.21;2361.1;2310;2860;3233;4304;4072;3846;8386.17;9134.96;9440.7;10227.38;12328.32;13029;13272.82;14704.98;16121.62;16631.74;15617.06;14206.81;14550.83;15261.1;15432.19;14229.69;15279.34;15228.17;15720.53;16997.74;17201.58;17364.39;16019.93;14156.61;14123.59;14896.71;15140.4;13649;14801.85;
Qatar;QAT;Total fisheries production (metric tons);ER.FSH.PROD.MT;800;800;1000;1000;1000;1300;1300;1500;1500;1500;1500;1500;2000;2200;2047;1989;2400;2433;2200;2200;2178;2604;2331;2114;3173;2484;1980;2678;3086;4374;5702;8136;7845;6994;5086;4271;4740;5034;5279;4397;7140;8865;7155;11295;11134;13946;16412;15226;17724;14100;13796;13021;11311;12062;16269.2;15211.8;14523.7;15368.6;14675.3;17152;15109.3;16668.4;
Romania;ROU;Total fisheries production (metric tons);ER.FSH.PROD.MT;38000;38800;33400;36100;34000;37581;36933;48566;40892;45997;62809;72252;84289;102068;129453;136624;127197;150701;137676;179087;173606;192013;235653;242644;232449;237637;271126;264371;267618;224810;127734;125003;95381;34919;42651;69105;32159;19614;18675;16841;17099;18427;16228;18932;13232;13337;14751;16495;17942;17151;11669.32;11607.26;13964;15364;16927.98;20348.75;25302.03;27796.2;23477.45;23775.18;20172.88;18064.6;
Russian Federation;RUS;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5552573;4467715;3789591;4390952;4747731;4748500;4551494;4238575;4104502;3729276;3345547;3399975;3063387;3322873;3402263;3590028;3509646;3949267;4196794;4391167;4484407.79;4521770.92;4429659.01;4618181.46;4947451.53;5060373.59;5323509.13;5231713.15;5372211.06;5487045;
Rwanda;RWA;Total fisheries production (metric tons);ER.FSH.PROD.MT;500;500;500;500;700;700;700;800;800;800;900;900;800;1000;1368;1198;1008;1325;733;974;1223;982;1240;1248;825;945;1546;1694;1328;1516;2514;3561;3697;3553;3460;3379;3052;4546;6769;6733;6996;7263;7612;8427;8212;6850.15;7741.2;9246.2;11647.25;11612.3;13100.3;17259.33;19485.98;23555.2;26663;30954.2;26593;28357;27534;24760.2;37037.6;42407.3;
South Asia;SAS;Total fisheries production (metric tons);ER.FSH.PROD.MT;1688890.01;1548664;1624918;1705767;2064353;2117770;2192218.01;2226761;2422897;2515262;2707175;2836106;2748049;3086442;3359054;3201324;3142416;3337664.99;3369347.01;3418218.01;3518525;3579227;3549997;3779224.5;4155338.1;4186419.6;4398397.89;4415094;4685448;5229492;5389694;5766573;6018614.09;6421280.89;6703401.67;6910486.91;7315297.31;7689705.84;7709532.86;8244348.7;8275842.6;8622974;8777070;9006660.2;9282703.4;9710004.96;10348188;10390473;11535767;11772043.68;12587830.14;12228272.91;13514260.12;13756224.14;14659235.41;15132956.5;16048012.63;17184211.73;18132251.62;19052848.17;18996722.71;20280943.43;
Saudi Arabia;SAU;Total fisheries production (metric tons);ER.FSH.PROD.MT;10000;16200;18300;19600;17700;18600;20200;22100;21100;22000;21700;22300;23800;26400;23600;23000;23300;22800;24950;24460;24775;28570;31820;35300;38490;43696;45526;47888;46063;48390;42618;42442;48290;50525;56847;48388;51544;54085;56392;52320;55084;63549;63955;67264;66590;74796;81071;84631.4;91238;94105.85;91519;80557;77907;81212;92540;98130;115095;122946;122875;141039.8;157711.61;181948.66;
Sudan;SDN;Total fisheries production (metric tons);ER.FSH.PROD.MT;17100;18000;19500;19900;20100;20000;20500;20500;22000;22300;22200;22200;22200;22600;22600;22600;24700;23570;26610;28520;26060;28530;29710;29500;29790;26320;23983;27243;29245;30300;31734;33316;35223;40214;44213;45003;46009.6;48010;50513;50513.5;54010;59007.5;58607.5;60607.5;64607.5;60607.5;58607.5;67466.5;70402.5;73698;73358;73008;41508;40208;39508;40008;41502;47390;51041;50770;47510;44450;
Senegal;SEN;Total fisheries production (metric tons);ER.FSH.PROD.MT;76200;82600;85900;87500;97600;106600;111700;118076;114976;118981;121065;134582;153039;193041;218108;226578;217663;216696;221219;225238;232530;227216;231971;262960;250359;244982;257938;251955;265009;290350;315161;328743;373391;386158;359929;366372;439287;483542;429554;441081;436109;431357;398149;469382;434577;399902;368433;412405;428352;446271;409794.59;427469.22;461476.47;470302.39;459542.41;426654.63;476251.17;535950.31;485762.67;517151.27;459463.46;515107.63;
Singapore;SGP;Total fisheries production (metric tons);ER.FSH.PROD.MT;9200;9700;11500;12500;10400;11000;18500;18200;17300;17000;18310;15230;15735;18640;19276;17598;16504;15157;16206;16971;16082;16301;20202;20764.6;26289.6;23917.9;21487;16908;15250;12633;13348;13099;11551;11654;13661;13727;13510;13338;11439;10518;10483;7785;7796;7109;7579;7837;11676;8025;5141;5688;5230.87;5953.79;6201.31;7211.11;6695.32;8161.3;7346.35;6943.81;7011.4;7249.08;5184.44;5549.88;
Solomon Islands;SLB;Total fisheries production (metric tons);ER.FSH.PROD.MT;4000;4000;5000;5000;5300;5300;7300;7400;7400;7400;8500;13511;17005;15924;19676;16940;26284;22863;29192;35431;34866;34728;32518;46014.59;48829.74;43363;56743.39;43562.22;51607.07;50148.79;41409.36;63011.77;47115.72;43633.03;47522.3;64194.41;52458.45;61302.49;60739.59;54570.6;19579.34;24553.36;26258.55;37099.22;36756.87;32779.94;40879.26;33016.78;28617.9;32682.4;44649.66;45938.76;45884.47;48523.88;82882.71;80198.99;76155.86;54821.5;68258.61;74042.88;46571.67;62314.41;
Sierra Leone;SLE;Total fisheries production (metric tons);ER.FSH.PROD.MT;20000;22800;26000;28100;29900;32600;32200;33600;23500;25500;31050;31150;51052;66976;68503;68597;55546;55547;52457;57593;48990;49862;51938;50090;51674;52430;52227;52124;52193;52127;56556;65761;68530;66303;62464;64895;67334;72658;63095;59437;74760;75240;83020;95956;132470;143023;144176;139585;197632;199075;200075;202075;203575;205075;206552;202185;202185;202185;202200;202200;200745;205015;
El Salvador;SLV;Total fisheries production (metric tons);ER.FSH.PROD.MT;7300;8000;8200;8400;9200;9600;10600;9900;10200;10300;11100;10700;10400;12400;9654;8730;7201;6368;9540;12738;13958;20770;12916;7603;12189;16098;20446;21534;11733;10637;9159;11327;12615;13079;14883;15590;14791;12281;11377;10194;9851;20004;36724;36615;44634;43317;46296;58398;57104;52779.71;44082.93;59286.7;57382;55425;64959;61255.71;66513.77;70627.97;68044.81;61592.74;68052.39;71753.74;
San Marino;SMR;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;SOM;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbia;SRB;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7645.05;9143.8;10686.72;11286.44;13002.33;13012.95;12459.19;10975.54;10761.37;10537;8944.66;7278.65;9420.7;9353.77;7942.26;9661.89;
Sub-Saharan Africa (excluding high income);SSA;Total fisheries production (metric tons);ER.FSH.PROD.MT;1945490;2115220;2264190;2398944;2682406;2756988;2931362;3320556;3824673;3801037;3300537;3351357;3705588;3856472;3851560;3638725;3358793;3325884;3302444;3201793;3045320;3103750;3086660;3276321;3196994;3243146;3469378;4266771;4219498.31;3868232.03;3986331.24;3685799.85;4552437.31;4465448.36;4201824.08;4460927.74;4438824.15;4610830.83;4778803.37;4933886.95;5166285.91;5243927.56;5284209.83;5527735.25;5709896.65;5657896.54;5435771.19;5606739.71;5690952.49;5675955.95;6060297.48;6303634.12;6764582.49;6675649.56;7061088.89;7172175.19;7304290.5;7831623.18;7748783.85;7819745.6;7686618.17;8041098.57;
South Sudan;SSD;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37020;37020;37020;37020;35024;33027;32030;32035;30040;32545;
Sub-Saharan Africa;SSF;Total fisheries production (metric tons);ER.FSH.PROD.MT;1947290;2117220;2266190;2400944;2684406;2758988;2933862;3323056;3827173;3803537;3303537;3354357;3708588;3859472;3855060;3642675;3362803;3330484;3307844;3206750;3049996;3108971;3090705;3280259;3200728;3247264;3473920;4270671;4223841.31;3872651.03;3991783.24;3693961.85;4559150.31;4470726.36;4206457.08;4465130.74;4443809.15;4625457.83;4803338.37;4968336.95;5199488.91;5297800.56;5347826.83;5614839.25;5811742.65;5767348.54;5529214.19;5672621.71;5760440.49;5757069.95;6147408.48;6379115.12;6833269.53;6749612.66;7136488.29;7277530.36;7431838.25;7974276.35;7895407.33;7961915;7826265.76;8180272.73;
Small states;SST;Total fisheries production (metric tons);ER.FSH.PROD.MT;700327;812202;929320;879291;1074832;1312760;1369786;1029358;739615;831878;890617;839011;891831;1086454;1129479;1178872;1200957;1602868;1804334;1896148;1762557;1705229.79;1046893.04;1125320.51;1832746.81;1992456.82;2001495.08;2009451.75;2141643.73;1892026.7;2156044.35;1685570.79;2776157.36;3083664.64;2802371.32;2811924.98;3201378.05;3432851.08;3062842.89;3182607.62;3361795.34;3344543.76;3740694.55;3577309.02;3493634.16;3434087.84;3073629.1;3124246.79;2939914.58;2769804.19;2820034.79;2813254.86;3025393.21;2854218;2743996.75;3159119.21;2905321.71;3081974.81;3258669.72;3165561.34;2954513.06;3089208.45;
Sao Tome and Principe;STP;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;SUR;Total fisheries production (metric tons);ER.FSH.PROD.MT;4510;7300;5350;5550;5910;6610;6580;6510;7600;9900;11750;10400;12120;11610;10501;12262;5993;6897;4474;4535;4046;4620;3796;4520;5095;4909;4540;6626;4602;7786;7670;8186;11272;9580;14766;14301;16178;16618;21683;24447;24583;28979;31127;35854;33160;29862;32101;31019.3;24206.4;26184.16;35156.1;35586;36004.2;35594.7;33541.82;39585.17;43165.1;48690.75;39371.4;31457.5;29809;32170;
Slovak Republic;SVK;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2773;3488;3567;2368;2618;2009;2268;2255;2530;2575;2527;2783;2648;2981;3193;2726;2595.9;2310.4;2769.5;3255.56;3092.2;3174.66;3279.63;4034.65;4516.26;4161.41;4540.54;4032;4119;
Slovenia;SVN;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4773;3002;3133;2956;3236;3284;3137;3233;3037;3089;2975;2635;2594;2573;2502.17;2464.45;2196.71;2341.86;1719.4;2287.21;1639.49;1625.92;1806.8;1960.59;2169.22;2030.17;2207.24;2425.26;1984.62;1954.7;
Sweden;SWE;Total fisheries production (metric tons);ER.FSH.PROD.MT;250052;268924;294728;342638;377947;370618;320568;341765;319079;269902;286042;229693;218349;220471;205540;207282;205299;182864;185577;198202;233516;257325;255840;261717;274618;239718;215309;214412;250963;257697;260106;245001;314664;347801;394224;412127;379142;364066;416363;357260;343368;318590;300582;293209;275919;262239;276800;243618;238931;211955;222679;194762;165366;202317;194473;223983;221212;243519;234757;195916.3;191733.1;175222.28;
Eswatini;SWZ;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;50;50;50;50;50;50;50;50;50;53;44;60;70;70;80;80;90;90;100;100;110;110;110;105;100;110;120;138;143;116;131;111;119;122;60;60;60;60;60;60;60;133;269;160;160;160;165;165;165;165;165;165;160;165;
Sint Maarten (Dutch part);SXM;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;SYC;Total fisheries production (metric tons);ER.FSH.PROD.MT;1800;2000;2000;2000;2000;2000;2500;2500;2500;2500;3000;3000;3000;3000;3500;3950;4010;4600;5400;4957;4676;5221;4045;3938;3734;4118;4542;3900;4343;4419;5452;8162;6713;5278;4633;4203;4985;14627;24535;34450;33203;53873;63617;87104;101846;109452;93443;65882;69488;81114;87111;75481;68687.04;73963.1;75399.4;105355.17;127547.75;142653.17;146623.48;142169.4;139647.59;139174.16;
Syrian Arab Republic;SYR;Total fisheries production (metric tons);ER.FSH.PROD.MT;1500;1600;1600;1600;1600;1700;1700;1700;1801;1804;1700;2100;1600;1345;1650;2001;3307;3617;3755;3826;3971;3838;4063;4411.55;5415.4;5890.11;5305.93;5381.66;5533;5095;5775;7721;9654;9189;10041;11639;12128;11727;14330;14017;13369;14171;15166;16128;17220;16980;17166;17882;15590;15304;15247;13400;11500;8800;7099;6322;6679;6415;6299;6330;6145;6660;
Turks and Caicos Islands;TCA;Total fisheries production (metric tons);ER.FSH.PROD.MT;830;830;1360;1460;1460;1460;1460;1560;1560;1560;1230;1230;1430;1430;1759;3299;4064;2464;3609;4662;3598;2628;2734;3967;3547;4608;5266;2942;3735;3878;2773;3300;3081;4632;4346;5482;5447;4100;5082;5811.1;6400.6;5807.5;5154.7;5706;5510;6050;4864;6136;6804;5446.9;3801.5;3327.5;1960.5;2013.5;2361.5;2917.5;3145.5;1324.5;2090.5;1243;1297;2277;
Chad;TCD;Total fisheries production (metric tons);ER.FSH.PROD.MT;40000;45000;45000;45000;50000;55000;60000;60000;65000;65000;70000;70000;70000;70000;75000;75000;75000;80000;75000;70000;60000;55000;30000;40000;50000;55000;60000;70000;58000;64400;70000;60000;80000;87300;80000;90000;100000;85000;51300;59600;83200;75000;70000;71000;74000;77000;79000;82000;85030;88030;91030;95030;100030;120060;120080;100154;110094;107150;107105;107105;105105;103110;
East Asia & Pacific (IDA & IBRD countries);TEA;Total fisheries production (metric tons);ER.FSH.PROD.MT;5728366;5990704;6294006;6608044;7035934;7474795;7969747;8237325;8803919;9196235;9284088;10140807;10964920;11122314;11372996;11743316;12070587;13613008;13792786;13339674;13698524;14104359;14994065;16329441.99;17154726.14;18477660.1;20280040.59;22245274.69;23823687.65;25435050.58;26685695.33;29235731.94;33390478.58;38061947.53;43358992.1;48619829.16;52665169.35;53607630.92;56633458.75;59724097.49;61992810.83;63681537.65;66665920.97;69834647.58;74018396.03;77243723.83;80583230.74;83725235.75;86273995.19;89753910.22;93693470.75;97260650.16;102824936.18;109744818.34;114407345.76;118329792;121198681.6;123618962.95;125044145.92;126886012.51;127768259.33;128947597.19;
Europe & Central Asia (IDA & IBRD countries);TEC;Total fisheries production (metric tons);ER.FSH.PROD.MT;321171;316902;286516;403757;436791;494801;520086;624752;648700;714897;808712;859450;923011;937990;1065078;1226780;1207424;1126222;1071950;1224377;1376437;1402870;1475269;1673685;1645559.09;1608338.12;1620516.13;1689275.4;1728176.8;1359969.7;1059530.7;1009639;7430762.28;6059928.27;5381230.01;6130010.35;6265048.7;6157744.29;5991149.58;5739591.09;5516767.24;5056877.32;4670222.1;4631274.74;4352048.03;4537255.09;4682258.28;5038917.83;4876107.8;5361516.81;5590070.79;5800453.83;5805539.86;5910900.17;5692684.92;6028125.42;6279418.11;6565748.64;6888006.18;7087104.19;7137290.15;7294162.62;
Togo;TGO;Total fisheries production (metric tons);ER.FSH.PROD.MT;3500;4000;4300;4500;5000;6000;7300;7500;10000;10000;9111;10921;10942;11333;11150;14420;12820;10847;15363;8096;9134;10325;14530;14878;14715;15574;14838;15189;15469;16458;15800;12524;10899;17114;13202;12221;15119;14310;16702;22944;22297;23183;20976;27515;28048;27756;24880;19955;22872;27132;27635;24142;19340;20038;19874;21555;31989;27047;24910;26526;18764;18866;
Thailand;THA;Total fisheries production (metric tons);ER.FSH.PROD.MT;231420;316340;351160;430905;590050;629865;722092;861366;1102121;1285154;1437837;1587432;1679152;1679559;1516024;1548924;1661315;2191381;2101681;1954258;1799988;1990460;2121455;2261922;2140261;2233375;2541990;2785311;2652089;2704781;2789953;2972104;3246490;3385003;3524996;3590578;3570116;3442715;3524933;3646070;3735279;3648095;3797036;3914076;4099653;4118527;4053100;3675407;3204293;3287370;3096742;3037130.58;3000347.07;2829925.5;2575131.63;2427432.08;2494167.32;2388032.51;2458069.13;2490448.92;2601509.33;2402021.25;
Tajikistan;TJK;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;2715;1107;384;203;191;216;224;253;236;324;325;210;193;241;251;406;790.1;1207.2;1380;988.8;1582.9;1617.6;1626.01;1538.99;1575;1707.99;2452.33;2584.86;4389.22;
Turkmenistan;TKM;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33727;18243;17265;11409;9321;8784;7573;9131;12296;12792;12850;14567;15008;15026;15026;15026;15026;15026;15026;15026;15026;15030;15050;15050;15075;15080;15120;15140;14755;15202;
Latin America & the Caribbean (IDA & IBRD countries);TLA;Total fisheries production (metric tons);ER.FSH.PROD.MT;4628345;6504690;8499620;8585759;11314824;9320962;11435136;12570897;13367002;11701691;15329654;13760386;7384977;5201447;7354968;6567078;8098760;6655870;8794667;9989698;9467457;10293840;11374863;9222396.9;12047536.9;13785134.52;15891141.28;13951557.98;16392183.72;17903339.9;16198383.91;17254802.89;18161746.55;19519098.08;24552748.27;21964672.38;22302376.46;19896876.36;13137493.23;18972041.53;20748725.4;18182210.5;19397239.88;16029664.05;21109711.93;20464116.06;18326524.54;18153643.23;18502071.44;17854060.06;14063323.36;18794122.49;14919250.38;15271311.39;13822833.65;14312801.75;13077360.37;14391290.91;17670160.78;15606410.06;16361519.39;18012593.01;
Timor-Leste;TLS;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3401;3621;3561;3720;3850;4015;3672;3323;3313;3722;3731;4794;3594;3709;4429;4149;3971;4023;4193;4308.2;5593;6234;6024;
Middle East & North Africa (IDA & IBRD countries);TMN;Total fisheries production (metric tons);ER.FSH.PROD.MT;355378;377196;388568;395210;450171;438325;532065;470574;438805;451418;477023;456541;500180;647139;620233;570463;652057;642247;663772.9;733672.8;788076.1;823275.08;859521.64;958297.24;1000339.88;1089847.99;1259917.55;1258550.05;1412698.65;1400398.32;1467270.06;1529456.55;1559588.81;1665617.32;1843723.47;2014605.68;1821640.21;2034808.51;2059551.7;2217615.48;2481221.93;2770205.99;2680435.97;2794444.72;2845313.57;3034655.61;3061273.94;3022695.82;3133486.79;3397953.84;3581370.78;3537505.21;3964676.5;4184510.93;4362359.31;4377771.13;4752842.81;4857888.02;5118727.04;5296972.14;5136064.74;5171147.04;
Tonga;TON;Total fisheries production (metric tons);ER.FSH.PROD.MT;400;400;400;400;400;500;500;500;500;500;400;500;500;600;726;901;1019;1197;1210;2000;1994;2093;2134;2237;2385;2561;2814;2790;2731;2699;1644;1935;2237;2375;2499;2727;2955;2924;4172;4698;4308;5017;5327;4826;3385;2647;2887;2732.5;2595.61;2255.2;2376.3;2430.64;2623.16;2028.04;2008.31;1860.41;1696.03;1471;1324.39;1302.61;1202.32;1265.21;
South Asia (IDA & IBRD);TSA;Total fisheries production (metric tons);ER.FSH.PROD.MT;1688890.01;1548664;1624918;1705767;2064353;2117770;2192218.01;2226761;2422897;2515262;2707175;2836106;2748049;3086442;3359054;3201324;3142416;3337664.99;3369347.01;3418218.01;3518525;3579227;3549997;3779224.5;4155338.1;4186419.6;4398397.89;4415094;4685448;5229492;5389694;5766573;6018614.09;6421280.89;6703401.67;6910486.91;7315297.31;7689705.84;7709532.86;8244348.7;8275842.6;8622974;8777070;9006660.2;9282703.4;9710004.96;10348188;10390473;11535767;11772043.68;12587830.14;12228272.91;13514260.12;13756224.14;14659235.41;15132956.5;16048012.63;17184211.73;18132251.62;19052848.17;18996722.71;20280943.43;
Sub-Saharan Africa (IDA & IBRD countries);TSS;Total fisheries production (metric tons);ER.FSH.PROD.MT;1947290;2117220;2266190;2400944;2684406;2758988;2933862;3323056;3827173;3803537;3303537;3354357;3708588;3859472;3855060;3642675;3362803;3330484;3307844;3206750;3049996;3108971;3090705;3280259;3200728;3247264;3473920;4270671;4223841.31;3872651.03;3991783.24;3693961.85;4559150.31;4470726.36;4206457.08;4465130.74;4443809.15;4625457.83;4803338.37;4968336.95;5199488.91;5297800.56;5347826.83;5614839.25;5811742.65;5767348.54;5529214.19;5672621.71;5760440.49;5757069.95;6147408.48;6379115.12;6833269.53;6749612.66;7136488.29;7277530.36;7431838.25;7974276.35;7895407.33;7961915;7826265.76;8180272.73;
Trinidad and Tobago;TTO;Total fisheries production (metric tons);ER.FSH.PROD.MT;2400;2400;2400;2400;2400;3000;3000;3200;3400;3400;3600;4100;3700;4000;3725;4417;4417;4303;4823;3840;4461;3804;4574;4541;3764;5560;4347;7714;9211;11468;12364;11504;13003;9002;14050;11515;9450;11296;14859;14707;14259;16605;18775;14599;14738.5;17021.5;13148.5;13482.3;13845.69;13890.36;13943.5;13119.75;11753.54;13224.57;13295.45;12164.8;13127.04;12949.58;13191.79;12995.71;12916.85;13102.37;
Tunisia;TUN;Total fisheries production (metric tons);ER.FSH.PROD.MT;16650;21800;20804;26060;21676;23201;26193;28207;28484;30127;22660;25870;28289;30674;42347;45273;50033;55738;56424.8;59749.1;61123.5;58067.5;63806;68111.3;75855.16;89825.51;91402.84;97716.5;100176.16;93937.5;85236.52;86513.55;87347;83417.25;86946.81;84215.71;84885.01;88265.31;89939.6;93490.23;96223.83;99394.09;98707.57;92348.12;112679.67;111756.31;114249.54;107483.19;99945.75;99256.81;98625.8;110606.6;117381;121760;126183;131595;127370;129826.99;136949.19;153895.2;145308.1;150320.65;
Turkiye;TUR;Total fisheries production (metric tons);ER.FSH.PROD.MT;87860;81280;60200;130420;121150;134580;117056;188163;133578;169580;174241;160880;175487;146974;129418;122494;153520;165435;245221;350902;428225;471720;505206;559267;569168.09;580782.12;582930.93;627998;674004.5;454841.3;384986.1;364784;456459;557973;603574;652585;553630.5;504605;543901;636827;582383;594980;627847;587715;644932;546063;662381;773193;647014;623556;653646;703680.15;645257.64;608004.96;537361.97;672252.78;588740.27;630972.5;628779.51;836550.96;785815.88;799844;
Tuvalu;TUV;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;100;150;180;429;784;840;313;660;933;1409;519;518;526;499;1460;561;399;400;500;500;500;500;500;600;1505;2451;2561;3161;3771;4380;5230.5;11468.5;11852.5;17621.5;12925.5;7381.5;6149.5;7686.5;7478.5;12826.3;8362.45;11296;31097.01;
Tanzania;TZA;Total fisheries production (metric tons);ER.FSH.PROD.MT;70800;73100;73300;79000;103000;104700;104200;131000;155600;154200;191220;183601;158026;164192;174826;212076;233744;272541;213484;182832;231192;233897;230886;242774;280909;304787;314000;346498;397565.31;382058.03;426473.2;355749.75;356363.31;353930.36;317761.08;403725;376456.2;398623.17;396404.89;353120.01;396306;445688.74;463858;472190.75;462605.68;475684;440814;539141;463942;468751.95;509576.5;515359.26;570094.82;531165.95;517813.13;592210.61;528212.47;553319.19;534555.18;619825.66;619625.32;621057.55;
Uganda;UGA;Total fisheries production (metric tons);ER.FSH.PROD.MT;62600;61200;64500;69600;70500;76300;83300;99600;108400;125300;129000;137000;166000;169500;167500;188000;152400;219220;223830;179930;165840;166590;170035;172000;212331;160833;197635;200038;214325;212247;245275;214633;264977;219901;213308;208983;195298;218386;220948;226572;220176;223086;226813;247310;377328;427575;399491;482610;455750;488654.1;508805;523127.7;503544;517312;572219;513795;507295.2;501972.6;543091;706166.7;690158.2;760545.36;
Ukraine;UKR;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;524124;365945;320991;426256;441151;399167;490859;442697;422836;342015;296615.76;283243.1;248622.21;296861;238409;243365;258416;244800.5;232812.9;203537.2;178111.9;226843.3;167517.06;142727.45;97283.44;113650.08;95102.41;100334.34;88034.9;79388.29;
Upper middle income;UMC;Total fisheries production (metric tons);ER.FSH.PROD.MT;8749457;10777346;12758262;13067103;15716433;14529246;16223107;18340012;19605170;18362725;21350705;20103693;15009897;13116711;15273417;14860734;15952131;15614726;17287679;17173468;16548708;16989597;18435512;16799796.8;19720390.47;22148354.54;25264644.41;26348214.15;29685945.9;30352461.99;30655914.38;32905734.66;43626771.41;48577992.19;55580294.16;58415864.97;63465815.41;62509682.66;60961038.44;67395474.55;71078889.4;69156430.7;71856148.68;71218867.45;77202528.29;78992995.91;79215809.68;81132872.75;82703564.01;84568883.68;83949217.82;89537056.54;89571191.51;93263307.37;94005749.25;97657119.11;99408754.95;101594266.52;106297663.06;105787856.91;108038766.6;111435146.39;
